Bathrooms (bin),Bedrooms (bin),Condition,Date,Id,Price (bin),View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
2.4,3,Good,11/24/2014,4219400555,1311K,Good,No,1926,98105,2.5,3,2,9,47.6574,-122.278,1325000,2280,5000
3.2,4,Very Good,8/11/2014,1337800665,1311K,No View,No,1905,98112,3.25,4,2.5,10,47.6292,-122.312,1325000,2850,4800
3.2,4,Very Good,10/1/2014,1342300265,1311K,No View,No,1906,98112,3.25,4,1.5,9,47.6331,-122.31,1325000,2470,4760
3.2,4,Average,3/6/2015,2883200139,1311K,No View,No,1905,98115,3.5,4,2,9,47.6828,-122.329,1325000,2170,3672
2.4,4,Good,6/19/2014,1732800820,1311K,No View,No,1902,98119,2.5,4,2.5,8,47.6298,-122.362,1325000,2440,3600
2.4,3,Average,2/23/2015,9301300270,1311K,Average,No,2008,98109,3,3,2,11,47.6377,-122.342,1325000,3180,2758
3.2,3,Average,11/11/2014,7582700100,1311K,No View,No,2005,98105,3.25,3,2,9,47.6644,-122.28,1324050,3440,4080
2.4,5,Average,8/25/2014,1438700040,1311K,Average,No,1968,98040,2.75,5,2,10,47.5549,-122.211,1321620,2410,19447
2.4,3,Average,4/8/2015,2925059135,1311K,No View,No,1990,98004,3,3,2,9,47.6271,-122.197,1321500,2230,12968
1.6,3,Average,12/19/2014,5556300114,1311K,Average,No,1980,98052,1.75,3,1,10,47.6479,-122.12,1320000,2040,42693
3.2,4,Average,6/20/2014,4139900210,1311K,No View,No,1989,98006,3.5,4,2,11,47.5487,-122.126,1320000,4410,36200
2.4,3,Very Good,7/25/2014,3262301355,1311K,No View,No,1964,98039,2.75,3,1,9,47.6304,-122.234,1320000,2680,20104
3.2,4,Average,7/29/2014,8081020330,1311K,Good,No,1989,98006,3.25,4,1,11,47.5513,-122.135,1320000,3470,11843
4.8,4,Average,11/17/2014,7237500590,1311K,No View,No,2005,98059,5.25,4,2,11,47.5285,-122.135,1320000,6110,10369
2.4,4,Good,12/20/2014,1860600535,1311K,Good,No,1908,98119,3,4,2,8,47.6344,-122.369,1320000,2120,3600
3.2,5,Very Good,2/13/2015,6137500310,1311K,No View,No,1982,98007,4,5,2,10,47.6468,-122.151,1315000,4420,36342
2.4,4,Good,12/8/2014,9533600100,1311K,No View,No,1953,98004,3,4,1,8,47.6286,-122.206,1315000,2860,10292
1.6,4,Average,9/24/2014,1337300070,1311K,No View,No,1905,98112,2.25,4,2,10,47.6255,-122.314,1315000,3180,6105
3.2,4,Average,5/12/2014,3856900507,1311K,No View,No,2004,98103,3.5,4,2,10,47.6718,-122.329,1315000,3460,3997
2.4,6,Average,2/20/2015,2397100975,1311K,Average,No,1911,98119,3,6,1.5,8,47.6366,-122.362,1313000,2980,7200
3.2,3,Average,1/21/2015,4221900305,1311K,No View,No,2006,98105,3.25,3,2,10,47.6664,-122.276,1312000,4030,6300
3.2,4,Average,11/17/2014,9550202140,1311K,No View,No,2014,98103,3.75,4,2,9,47.6685,-122.332,1311000,3490,5625
2.4,5,Good,11/25/2014,3459600440,1275K,Good,No,1978,98006,3,5,1,9,47.56,-122.144,1310000,3650,16600
1.6,4,Very Good,5/27/2015,9106000005,1275K,No View,No,1924,98115,2.25,4,2,8,47.6747,-122.303,1310000,3750,5000
1.6,2,Average,1/21/2015,9273200140,1275K,Excellent,No,1991,98116,2.25,2,2,10,47.5912,-122.384,1310000,3950,3938
4.0,4,Average,6/19/2014,9412400185,1275K,Average,No,2005,98118,4.5,4,2,10,47.5332,-122.265,1309500,4750,13912
2.4,4,Average,6/30/2014,6117500460,1275K,Excellent,Yes,1956,98166,2.5,4,1,9,47.4396,-122.353,1309500,2680,12215
2.4,5,Very Good,9/9/2014,269001331,1275K,Good,No,1959,98199,2.5,5,1,8,47.6398,-122.39,1308000,3200,7863
3.2,5,Very Good,5/8/2014,3528900086,1275K,No View,No,1932,98109,3.25,5,1.5,10,47.6421,-122.35,1307000,2800,3200
2.4,5,Average,8/1/2014,8085400490,1275K,No View,No,2002,98004,2.5,5,2,9,47.6341,-122.208,1306000,2770,8100
3.2,4,Average,4/27/2015,1025039320,1275K,No View,No,2006,98199,3.5,4,2,11,47.6672,-122.409,1305000,3440,5000
3.2,5,Average,7/31/2014,1257200050,1275K,No View,No,2011,98115,3.5,5,2,9,47.6754,-122.327,1305000,3270,4080
3.2,4,Average,4/23/2015,8924100372,1275K,Average,No,2006,98115,3.5,4,2,9,47.6763,-122.267,1302000,3590,5334
3.2,4,Average,5/20/2014,7237550130,1275K,No View,No,2001,98053,3.5,4,1,11,47.6587,-122.009,1300000,4380,74052
2.4,5,Good,3/2/2015,4139910030,1275K,No View,No,1991,98006,2.5,5,2,11,47.5455,-122.126,1300000,4170,33310
3.2,6,Average,11/24/2014,3425059222,1275K,No View,No,2002,98005,3.5,6,2,10,47.6078,-122.157,1300000,6563,32670
1.6,4,Good,7/2/2014,1651800010,1275K,No View,No,1966,98004,1.75,4,1,8,47.6245,-122.227,1300000,2610,21600
1.6,5,Average,10/10/2014,1925059073,1275K,No View,No,1968,98004,1.75,5,1,8,47.638,-122.213,1300000,2130,19180
2.4,3,Average,4/7/2015,7135520300,1275K,Average,No,1999,98059,2.75,3,1,12,47.5265,-122.148,1300000,4120,16365
1.6,3,Good,2/25/2015,9808650060,1275K,No View,No,1976,98004,2,3,1,8,47.6408,-122.219,1300000,2350,15021
2.4,4,Average,7/23/2014,1441600160,1275K,No View,No,2005,98075,3,4,2,11,47.5985,-122.026,1300000,4120,14021
2.4,4,Average,1/12/2015,4441300170,1275K,Excellent,No,1990,98117,2.5,4,2,11,47.6952,-122.402,1300000,3110,11857
3.2,4,Average,5/12/2014,5317100780,1275K,Good,No,1918,98112,3.25,4,2,9,47.6264,-122.283,1300000,2330,9687
0.8,3,Very Good,3/16/2015,868001790,1275K,Good,No,1940,98177,1,3,1,8,47.7028,-122.385,1300000,2040,7936
3.2,5,Average,6/20/2014,1193000390,1275K,Average,No,1937,98199,4,5,2.5,8,47.6466,-122.391,1300000,3366,7800
2.4,3,Average,7/25/2014,8563010130,1275K,No View,No,2009,98008,2.5,3,1,9,47.6263,-122.099,1300000,3350,7752
3.2,5,Average,4/2/2015,269000970,1275K,No View,No,2010,98199,3.75,5,2,9,47.6418,-122.392,1300000,4450,7680
0.8,5,Average,7/15/2014,2770604925,1275K,No View,No,1919,98119,1,5,1.5,8,47.6542,-122.373,1300000,1670,6400
3.2,4,Average,6/6/2014,3629890190,1275K,Good,No,2004,98029,4,4,2,10,47.5443,-121.994,1300000,4270,6002
3.2,3,Good,11/13/2014,6613000140,1275K,No View,No,1937,98105,3.25,3,2,9,47.6585,-122.273,1300000,3400,5979
1.6,4,Very Good,7/25/2014,1959700445,1275K,No View,No,1924,98102,1.75,4,2,9,47.6437,-122.321,1300000,4060,5500
2.4,4,Average,10/2/2014,1732800865,1275K,No View,No,1927,98119,2.5,4,2,9,47.63,-122.363,1300000,3470,4160
1.6,4,Average,7/7/2014,1778500620,1275K,No View,No,2013,98112,2.25,4,2,9,47.6198,-122.289,1300000,2360,4000
4.0,6,Good,6/5/2014,913000315,1275K,Excellent,No,1977,98116,4.5,6,3,9,47.5837,-122.399,1300000,3902,3880
3.2,5,Average,8/5/2014,8895800110,1275K,No View,No,2014,98052,4,5,2,10,47.6965,-122.134,1299890,3870,5929
1.6,5,Good,3/23/2015,2175100205,1275K,Good,No,1956,98040,2.25,5,1,8,47.5821,-122.247,1298890,2690,10800
3.2,4,Very Good,6/3/2014,191100235,1275K,No View,No,1985,98040,3.5,4,1.5,8,47.5651,-122.22,1298000,2790,10125
1.6,4,Average,8/23/2014,1370800825,1275K,Good,No,1933,98199,2.25,4,2,10,47.6395,-122.409,1298000,2860,5658
2.4,6,Very Good,7/1/2014,9551201585,1275K,No View,No,1900,98103,2.75,6,2,9,47.6695,-122.337,1297000,2630,9420
0.0,0,Average,6/24/2014,2954400190,1275K,No View,No,1990,98053,0,0,2,12,47.6642,-122.069,1295650,4810,28008
3.2,4,Average,3/12/2015,1525069134,1275K,No View,No,1998,98053,3.5,4,2,11,47.6587,-122.022,1295000,3790,90169
2.4,2,Very Good,8/21/2014,7278100515,1275K,Excellent,Yes,1985,98177,2.5,2,2,9,47.7729,-122.393,1295000,2910,19449
3.2,5,Good,5/8/2015,1924059254,1275K,Fair,No,1968,98040,3.75,5,1,10,47.5479,-122.212,1295000,3490,15246
2.4,3,Average,11/5/2014,9472200060,1275K,No View,No,1956,98105,2.75,3,1,10,47.6665,-122.27,1295000,3340,12690
3.2,5,Very Good,4/21/2015,5460500040,1275K,No View,No,1968,98040,4,5,1,10,47.5708,-122.212,1295000,4440,9270
3.2,5,Average,12/9/2014,3179100055,1275K,No View,No,1950,98105,3.5,5,2,8,47.669,-122.275,1295000,3700,8504
2.4,3,Good,3/24/2015,1370800680,1275K,Good,No,1925,98199,2.75,3,1.5,9,47.6389,-122.407,1295000,3450,5350
2.4,4,Good,3/31/2015,4217400305,1275K,No View,No,1940,98105,2.5,4,2,8,47.659,-122.281,1295000,3070,4000
3.2,5,Average,3/17/2015,3026059085,1275K,No View,No,2002,98034,3.5,5,1,11,47.7161,-122.219,1290000,4090,290980
2.4,4,Average,4/16/2015,3886903615,1275K,No View,No,2014,98033,2.5,4,2,9,47.6842,-122.196,1290000,3430,7200
3.2,5,Average,2/2/2015,8691440220,1275K,No View,No,2015,98075,4,5,2,10,47.5923,-121.973,1289990,4360,8030
2.4,3,Average,6/23/2014,904000045,1275K,No View,No,1956,98199,2.5,3,1,8,47.6685,-122.409,1289000,2190,11394
3.2,5,Average,9/10/2014,2877104175,1275K,Average,No,1917,98117,3.5,5,2,10,47.6801,-122.357,1289000,3210,4060
3.2,4,Average,1/2/2015,9808640320,1275K,Average,No,1981,98033,3.5,4,2,9,47.6512,-122.202,1289000,3100,2261
3.2,4,Good,8/15/2014,8081030090,1275K,No View,No,1989,98006,3.5,4,2,11,47.5471,-122.133,1288000,3700,13175
2.4,3,Average,1/21/2015,4141010050,1275K,No View,No,1987,98040,2.5,3,2,11,47.5327,-122.232,1288000,3240,12625
3.2,5,Good,3/20/2015,1924059319,1275K,No View,No,1980,98040,4,5,2,10,47.56,-122.225,1288000,4050,11358
3.2,4,Average,7/30/2014,4139490210,1275K,Average,No,1998,98006,3.5,4,2,12,47.5519,-122.106,1285000,4080,14450
2.4,4,Average,5/28/2014,9471200115,1275K,No View,No,1946,98105,2.5,4,1,10,47.6709,-122.262,1285000,3240,10800
1.6,3,Good,1/30/2015,4218400005,1275K,Fair,No,1950,98105,2.25,3,1,8,47.6629,-122.269,1285000,2440,9200
3.2,5,Average,3/26/2015,8156600210,1275K,No View,No,2015,98115,3.5,5,2,10,47.6782,-122.299,1285000,2980,5100
3.2,4,Average,10/16/2014,6788200596,1275K,No View,No,2014,98112,3.5,4,3,9,47.6408,-122.307,1285000,3440,3800
4.0,5,Average,2/13/2015,7237500650,1275K,No View,No,2004,98059,4.25,5,2,11,47.5282,-122.133,1284000,5040,9466
2.4,4,Very Good,10/20/2014,5482700115,1275K,Fair,No,1977,98040,2.5,4,1,8,47.5657,-122.23,1280600,3560,15450
3.2,4,Average,6/25/2014,3303850360,1275K,Average,No,2003,98006,3.5,4,2,11,47.5422,-122.112,1280000,4660,17398
2.4,5,Good,2/10/2015,5423010350,1275K,Fair,No,1977,98027,2.5,5,2,8,47.5645,-122.082,1280000,3400,9500
3.2,4,Average,12/15/2014,8127700390,1275K,No View,No,2008,98199,3.5,4,2,10,47.6427,-122.397,1280000,4340,5500
2.4,4,Average,7/6/2014,9275700016,1275K,Excellent,No,1917,98116,2.5,4,1.5,9,47.5875,-122.382,1280000,3160,4620
2.4,4,Average,9/25/2014,811000055,1275K,No View,No,1930,98109,3,4,2,9,47.6314,-122.353,1280000,3260,4500
3.2,4,Average,4/3/2015,1646502355,1275K,No View,No,2014,98117,3.25,4,2,9,47.6845,-122.359,1280000,3080,4120
3.2,4,Average,6/6/2014,5318100840,1275K,No View,No,1999,98112,3.5,4,2,9,47.6341,-122.284,1280000,3010,3600
3.2,4,Good,7/30/2014,7135520810,1275K,No View,No,1994,98059,4,4,1,11,47.5283,-122.143,1278000,4390,17832
2.4,3,Average,7/7/2014,9253900210,1240K,Good,No,1997,98008,2.5,3,2,9,47.5966,-122.112,1275000,3870,46609
4.8,6,Average,8/28/2014,3425069117,1240K,No View,No,2007,98074,5.25,6,2,11,47.6094,-122.023,1275000,6160,27490
2.4,4,Very Good,12/9/2014,8651100110,1240K,Fair,No,1963,98040,2.5,4,1,9,47.5489,-122.216,1275000,2720,16454
3.2,4,Average,12/17/2014,8894200150,1240K,Fair,No,2007,98023,3.5,4,2,11,47.3293,-122.364,1275000,5844,10766
1.6,4,Good,10/3/2014,1068000559,1240K,Good,No,1947,98199,1.75,4,1,9,47.6425,-122.406,1275000,3720,8448
3.2,4,Average,11/6/2014,1245003268,1240K,No View,No,2007,98033,3.5,4,2,10,47.6847,-122.2,1275000,3530,8126
1.6,4,Good,5/20/2014,2818100060,1240K,Excellent,No,1970,98117,2,4,1,10,47.6995,-122.397,1275000,2850,7861
2.4,4,Average,7/31/2014,9544200422,1240K,No View,No,2014,98033,2.75,4,2,10,47.6506,-122.195,1274950,3820,8850
1.6,4,Good,4/2/2015,1336300610,1240K,No View,No,1921,98102,1.75,4,2,9,47.6279,-122.315,1272500,2040,5000
2.4,4,Average,9/29/2014,1727850340,1240K,No View,No,1984,98005,2.75,4,2,11,47.6402,-122.171,1272000,3200,13729
3.2,4,Very Good,12/23/2014,4385701285,1240K,No View,No,1927,98112,3.25,4,1.5,8,47.6395,-122.279,1272000,3020,4000
2.4,5,Average,6/4/2014,3323500030,1240K,No View,No,1952,98004,2.5,5,1,7,47.6209,-122.222,1270000,3200,17204
2.4,5,Average,12/4/2014,8085400355,1240K,No View,No,1953,98004,3,5,1,9,47.6363,-122.207,1270000,3950,9520
2.4,4,Average,5/16/2014,1424059154,1240K,Good,No,2008,98006,3,4,2,9,47.5655,-122.129,1270000,5520,8313
3.2,5,Average,5/4/2015,1126059201,1240K,Average,No,1990,98072,3.25,5,2,12,47.7522,-122.13,1268890,4410,35192
3.2,4,Average,5/7/2015,7237501380,1240K,No View,No,2007,98059,3.5,4,2,10,47.531,-122.134,1267500,4640,13404
2.4,3,Average,9/15/2014,711000110,1240K,No View,No,2005,98004,2.5,3,2,10,47.5928,-122.199,1266520,3060,9576
1.6,4,Very Good,12/2/2014,1084000107,1240K,No View,No,1951,98112,2.25,4,1,8,47.6362,-122.282,1265000,2870,6000
1.6,3,Good,2/23/2015,4218400175,1240K,Average,No,1941,98105,1.75,3,1.5,8,47.6621,-122.27,1265000,2240,5657
3.2,4,Very Good,9/11/2014,5351200265,1240K,Average,No,1913,98122,3.25,4,2,9,47.6145,-122.284,1265000,3640,3604
2.4,4,Very Good,4/22/2015,1336300445,1240K,No View,No,1906,98102,3,4,2.5,9,47.6272,-122.316,1265000,3130,2646
3.2,4,Average,5/12/2014,2213000030,1240K,No View,No,2012,98004,3.75,4,2,9,47.5991,-122.2,1264000,3490,9170
2.4,2,Average,7/17/2014,7576200012,1240K,No View,No,2008,98122,3,2,2,10,47.6166,-122.291,1262000,2210,3917
2.4,4,Average,7/14/2014,9365700385,1240K,No View,No,1990,98040,2.5,4,2,10,47.5678,-122.228,1260500,3730,16950
2.4,3,Average,9/25/2014,3835502815,1240K,Fair,No,1954,98039,2.5,3,1,8,47.6112,-122.226,1260000,3110,9930
2.4,4,Average,7/31/2014,1245003330,1240K,No View,No,2008,98033,2.5,4,2,10,47.6844,-122.199,1260000,2880,9003
2.4,3,Average,11/10/2014,7603100095,1240K,Good,No,1998,98116,3,3,2,10,47.562,-122.404,1260000,3230,8625
0.8,2,Average,3/30/2015,9272201250,1240K,Excellent,No,1910,98116,1.5,2,1.5,8,47.5892,-122.383,1260000,2700,7225
1.6,4,Good,9/29/2014,4232400400,1240K,No View,No,1900,98112,2,4,2.5,9,47.6235,-122.309,1260000,2970,5400
3.2,3,Average,10/10/2014,9273200145,1240K,Excellent,No,1991,98116,3.5,3,2,10,47.5909,-122.384,1260000,3220,3960
3.2,4,Average,10/1/2014,3630200340,1240K,Good,No,2007,98027,3.25,4,2,11,47.5408,-121.994,1258000,4360,6000
2.4,4,Good,5/30/2014,3625500130,1240K,No View,No,1966,98040,2.5,4,2,9,47.5309,-122.224,1256500,3150,13700
3.2,5,Average,12/30/2014,4233600260,1240K,No View,No,2014,98075,4,5,2,10,47.5959,-122.014,1255780,4180,12042
2.4,4,Good,4/9/2015,3625600190,1240K,No View,No,1966,98040,2.5,4,2,10,47.5306,-122.227,1255000,3510,13100
2.4,4,Average,5/15/2014,1025049174,1240K,No View,No,2006,98105,2.5,4,2,9,47.666,-122.276,1255000,3200,7535
2.4,4,Average,4/27/2015,1125069102,1240K,No View,No,1989,98053,3,4,1.5,9,47.6616,-121.999,1250000,3310,217800
3.2,4,Good,8/27/2014,4054510270,1240K,No View,No,1990,98077,3.75,4,2,11,47.7237,-122.042,1250000,3830,41263
4.8,5,Average,8/6/2014,7215720070,1240K,No View,No,2000,98075,5,5,2,10,47.6012,-122.022,1250000,5000,32909
2.4,5,Good,10/22/2014,3585900045,1240K,Good,No,1959,98177,2.75,5,1,9,47.7606,-122.37,1250000,2960,28300
3.2,4,Good,5/8/2014,3124059006,1240K,Fair,No,1990,98040,3.25,4,2,11,47.5263,-122.227,1250000,3820,24166
2.4,4,Average,6/10/2014,8965510190,1240K,Excellent,No,1988,98006,2.5,4,1,11,47.5662,-122.108,1250000,3700,21755
2.4,4,Good,12/12/2014,9322800230,1240K,Excellent,No,1985,98146,2.5,4,2,10,47.5075,-122.389,1250000,2960,20240
2.4,3,Average,11/10/2014,3585900495,1240K,Excellent,No,1983,98177,2.5,3,1,10,47.7588,-122.376,1250000,3670,18505
2.4,4,Very Good,6/24/2014,6065300570,1240K,No View,No,1973,98006,2.5,4,1,9,47.5697,-122.182,1250000,3220,15600
1.6,4,Average,3/10/2015,736100065,1240K,Good,No,1933,98040,2.25,4,1.5,8,47.526,-122.225,1250000,3300,15375
2.4,5,Good,12/4/2014,7856660130,1240K,Good,No,1977,98006,2.75,5,1.5,9,47.5686,-122.154,1250000,3710,13874
3.2,5,Very Good,6/2/2014,5451200600,1240K,No View,No,1972,98040,3.25,5,2,8,47.5373,-122.224,1250000,3160,13238
2.4,3,Average,1/26/2015,1125049140,1240K,No View,No,1959,98105,2.5,3,1,10,47.6718,-122.256,1250000,2710,13120
4.0,4,Average,11/25/2014,3134100023,1240K,Good,No,1982,98052,4.25,4,2,9,47.6406,-122.101,1250000,4980,13000
3.2,5,Good,3/30/2015,1923000050,1240K,Average,No,1974,98040,3.25,5,2,10,47.5631,-122.213,1250000,3930,12719
2.4,4,Good,12/17/2014,9273200115,1240K,Excellent,No,1947,98116,2.75,4,1,8,47.5914,-122.385,1250000,4120,12500
2.4,4,Good,3/26/2015,2600010220,1240K,Average,No,1984,98006,2.5,4,2,10,47.559,-122.162,1250000,4040,11350
3.2,4,Average,9/24/2014,333100265,1240K,Average,No,2011,98034,3.25,4,2,9,47.7001,-122.238,1250000,3160,10043
3.2,4,Average,7/22/2014,5452301800,1240K,Average,No,1992,98040,3.75,4,1.5,10,47.5897,-122.229,1250000,4520,9240
2.4,3,Good,6/26/2014,3505100126,1240K,Good,No,1910,98116,3,3,2.5,10,47.5815,-122.398,1250000,3760,8500
1.6,4,Average,3/19/2015,5316100220,1240K,Average,No,1923,98112,2.25,4,2,8,47.6315,-122.282,1250000,1830,7200
2.4,4,Average,7/9/2014,1370801020,1240K,Good,No,1957,98199,2.5,4,1,10,47.6406,-122.412,1250000,2920,5500
2.4,3,Average,7/10/2014,9279700013,1240K,No View,No,2007,98116,3,3,2,10,47.5858,-122.393,1250000,3460,5353
3.2,4,Very Good,8/2/2014,7613700521,1240K,No View,No,1965,98105,3.25,4,2,9,47.6597,-122.274,1250000,3160,5000
2.4,3,Average,12/15/2014,5317100570,1240K,No View,No,1930,98112,2.5,3,2,9,47.6256,-122.284,1250000,2070,4944
2.4,3,Average,10/28/2014,723000226,1240K,Average,No,1974,98105,2.75,3,3,10,47.6569,-122.286,1250000,2780,4815
3.2,5,Average,5/1/2015,7974700150,1240K,No View,No,2008,98105,3.5,5,2,10,47.669,-122.282,1250000,3510,4798
3.2,5,Average,4/14/2015,2125059123,1240K,No View,No,1969,98005,3.25,5,1,10,47.6451,-122.173,1249000,3950,44431
3.2,4,Good,4/14/2015,6738700320,1240K,Good,No,1912,98144,3.5,4,1.5,9,47.5846,-122.29,1249000,3190,6000
2.4,2,Average,10/8/2014,1732801300,1240K,No View,No,2006,98119,2.5,2,2,9,47.6318,-122.365,1248000,2310,3313
0.8,1,Good,4/14/2015,724069023,1240K,Excellent,Yes,1967,98075,1.25,1,1.5,8,47.5814,-122.081,1247000,1810,5070
3.2,6,Very Good,9/4/2014,2818600060,1240K,Average,No,1936,98117,3.25,6,2,9,47.6999,-122.393,1245000,3750,14150
2.4,3,Average,9/26/2014,669000350,1240K,Average,No,1947,98144,3,3,2,8,47.5854,-122.292,1245000,4610,8400
2.4,5,Average,12/15/2014,2450000290,1240K,No View,No,2005,98004,2.5,5,2,9,47.5812,-122.196,1245000,3370,8113
2.4,4,Good,3/19/2015,7855300200,1240K,Excellent,No,1962,98006,2.75,4,1,9,47.5634,-122.156,1242500,2680,8500
3.2,4,Average,11/7/2014,1239400650,1240K,Average,No,2002,98033,3.5,4,1,11,47.6728,-122.189,1242000,4700,10183
3.2,5,Average,8/4/2014,715010110,1240K,Good,No,2014,98006,3.25,5,2,10,47.5388,-122.114,1240420,5790,13726
3.2,5,Average,6/12/2014,5556300098,1240K,No View,No,2006,98052,4,5,2,11,47.6463,-122.121,1240000,4410,14380
4.8,7,Average,6/20/2014,1778360150,1240K,No View,No,2004,98006,5.5,7,2,10,47.5399,-122.118,1240000,6630,13782
3.2,4,Average,6/19/2014,686550040,1240K,No View,No,1990,98004,3.5,4,2,10,47.6005,-122.199,1240000,3820,13224
3.2,5,Average,7/9/2014,2424059163,1240K,Average,No,2007,98006,3.5,5,2,10,47.5476,-122.116,1240000,5430,10327
2.4,5,Average,6/10/2014,7613700950,1240K,No View,No,1923,98105,3,5,2,9,47.6579,-122.277,1240000,2830,7500
2.4,4,Very Good,9/8/2014,1250204835,1240K,Good,No,1928,98144,3,4,1.5,9,47.5886,-122.287,1240000,3330,6990
2.4,4,Very Good,4/15/2015,9294300600,1240K,Excellent,No,1950,98115,3,4,2,8,47.6799,-122.268,1240000,3010,6139
2.4,3,Average,11/10/2014,3879901295,1240K,Good,No,2007,98119,2.5,3,3,9,47.6264,-122.364,1240000,2660,1973
3.2,4,Average,7/25/2014,3630200300,1204K,Good,No,2007,98027,3.5,4,2,11,47.5414,-121.994,1238000,4670,6000
3.2,4,Good,4/30/2015,2954400520,1204K,No View,No,1991,98053,3.25,4,2,10,47.6676,-122.069,1237500,5180,49936
4.0,4,Average,12/8/2014,3226069049,1204K,No View,No,2008,98053,4.5,4,2,10,47.7009,-122.059,1237500,5120,41327
3.2,5,Average,3/26/2015,8127700132,1204K,No View,No,2001,98199,3.5,5,2,10,47.6423,-122.394,1236300,3180,4628
0.8,3,Good,4/27/2015,7871500485,1204K,Good,No,1928,98119,1.5,3,2,8,47.6411,-122.371,1236000,1670,3852
3.2,5,Good,6/20/2014,8923100125,1204K,Excellent,No,1939,98115,3.25,5,1.5,9,47.6792,-122.273,1234580,3240,6551
2.4,2,Average,4/22/2015,2559950110,1204K,No View,No,2011,98112,2.5,2,3,11,47.6182,-122.312,1234570,2470,609
2.4,4,Average,3/6/2015,1338800785,1204K,No View,No,1906,98112,3,4,1.5,8,47.6258,-122.305,1234000,2660,4600
1.6,3,Average,6/30/2014,7768700315,1204K,Fair,No,1948,98004,1.75,3,1.5,8,47.6074,-122.213,1230000,2200,14630
2.4,4,Average,6/10/2014,7355700171,1204K,No View,No,2001,98040,2.5,4,2,9,47.5934,-122.244,1230000,3040,7000
3.2,5,Average,9/23/2014,1425039029,1204K,No View,No,2008,98199,4,5,2,9,47.648,-122.397,1230000,4390,6656
2.4,3,Average,3/26/2015,3879901285,1204K,Good,No,2007,98119,2.5,3,3,9,47.6264,-122.363,1230000,2660,1967
3.2,4,Average,6/25/2014,6137500320,1204K,No View,No,1989,98007,3.5,4,2,10,47.6463,-122.151,1229000,3770,37034
2.4,4,Average,6/12/2014,3225069301,1204K,Excellent,No,1991,98074,2.5,4,2,11,47.6052,-122.064,1228000,5730,44947
2.4,4,Good,12/5/2014,4141000060,1204K,No View,No,1986,98040,2.5,4,2,11,47.5372,-122.232,1227500,3180,10319
4.0,4,Average,5/12/2014,7237550310,1204K,No View,No,2001,98053,4.5,4,1,11,47.6561,-122.005,1225000,5420,101930
2.4,4,Good,7/31/2014,1525059160,1204K,No View,No,1962,98005,2.75,4,1.5,10,47.6547,-122.158,1225000,3410,95396
2.4,3,Average,8/1/2014,2326059080,1204K,No View,No,1990,98052,2.5,3,2,11,47.7225,-122.126,1225000,3420,79279
2.4,4,Good,10/28/2014,7204200025,1204K,Excellent,Yes,1974,98198,2.5,4,2,9,47.3535,-122.323,1225000,3120,49456
1.6,4,Average,5/12/2014,3625710100,1204K,Good,No,1976,98040,2.25,4,1,9,47.5271,-122.228,1225000,3070,16028
2.4,4,Average,6/9/2014,5427110040,1204K,No View,No,1984,98039,2.5,4,2,9,47.6353,-122.229,1225000,2740,16007
2.4,4,Good,12/31/2014,868000615,1204K,No View,No,1939,98177,2.5,4,1.5,9,47.7076,-122.377,1225000,2600,11542
3.2,3,Average,7/16/2014,1854750090,1204K,Average,No,1999,98007,3.5,3,2,11,47.5647,-122.128,1225000,3680,11491
1.6,3,Average,1/12/2015,1118001631,1204K,No View,No,1964,98112,2.25,3,1,9,47.6336,-122.29,1225000,2980,7700
1.6,4,Good,5/6/2014,1068000520,1204K,No View,No,1928,98199,2.25,4,2,10,47.6424,-122.407,1225000,3490,6906
1.6,4,Good,8/7/2014,3271800870,1204K,Good,No,1941,98199,2.25,4,1,9,47.6471,-122.412,1225000,2020,5800
1.6,5,Very Good,11/25/2014,7151700585,1204K,Average,No,1901,98122,2.25,5,2,9,47.6127,-122.286,1225000,3440,5000
2.4,3,Average,10/7/2014,2533300680,1204K,Average,No,1915,98119,2.5,3,2,8,47.6463,-122.371,1225000,2860,4500
4.0,5,Average,9/10/2014,9103000393,1204K,No View,No,2001,98112,4.5,5,2.5,10,47.6189,-122.288,1225000,3732,4426
1.6,6,Average,3/20/2015,1338300555,1204K,No View,No,1913,98112,2.25,6,2,9,47.6295,-122.306,1225000,2930,4320
3.2,4,Average,5/14/2014,7430200100,1204K,No View,No,2007,98074,3.5,4,1.5,11,47.6502,-122.066,1222500,4910,9444
